Qe,COP_th
7767.203969032544,0.4304173721143606
6877.760884015548,0.4285593870116157
5349.167288721445,0.416701221064843
14999.83893534689,0.41557787424959525
8343.466072562303,0.429839003392025
6497.480604639069,0.4321252368297125
25836.93702938029,0.39264699574197354
5753.679496991556,0.4282233685255699
16568.41280296676,0.41381334152495874
6645.410408978463,0.4100946624006634
13388.89145244871,0.42549407881272516
12843.340021179201,0.41547515064809787
26907.914695601317,0.3678106245286529
6817.426626315297,0.42732124915961894
18192.528257214366,0.3918442399780017
6669.494359989357,0.42357538535703015
13104.78972371324,0.42168083781525256
9590.038736863802,0.40856189892183087
11523.098130663418,0.398587831397626
6521.26947486319,0.4233246602347957
19386.276297620763,0.4219985094028905
10302.262723802936,0.42713549797239336
6260.081541801757,0.40614751783097497
7165.837974182891,0.4136637766366441
4722.26002872469,0.404219839519049
4965.213606276363,0.4120568437144765
13563.424583537751,0.4174220691298969
15910.244962645826,0.41313872320924966
5330.728583436736,0.40752310280115966
7514.510977660075,0.4190591683624783
9008.828798314926,0.40171287187203814
17702.226519744818,0.4021241024632578
4984.30159952949,0.4071890003307237
28817.146582343044,0.3884795109820332
24769.59973729705,0.41104364312070746
9254.53815561512,0.43158020368062355
8392.50121361694,0.4148787254868719
6266.004505399868,0.42985999194362373
6327.408476014507,0.40361711778041864
6944.842927294476,0.427817555328915
23859.791347746042,0.375748254894726
6836.72019427789,0.42992028043015756
8341.431973689238,0.41302612155164886
22873.87341919306,0.376934677894228
7389.686896538396,0.43096969573172195
12642.2130082627,0.4207442634772697
21156.399240680854,0.4007908477213511
16578.07780996225,0.42831310673703543
15173.197732067301,0.39800084685718246
11460.126253021486,0.4069835313081158
18990.034532187372,0.4120783556992243
6345.815144881226,0.4049543965445159
8608.784097140713,0.4269342775338874
7150.517243770024,0.4275453275188933
12050.667080052284,0.43062551343231287
5690.4741330321785,0.4262925434911099
7095.523679754767,0.39828024718096205
9165.195940308618,0.4050372141802425
7031.92201522563,0.4316051698284436
17572.735537485638,0.38370436475200326
7985.268346189128,0.4103087496016893
10825.707218167905,0.4241624347629571
6157.03750742869,0.4260093813135604
6113.411732806447,0.41062011321792474
6853.250054000075,0.4010427399633111
17696.506795757938,0.4024343238070671
17224.138353588038,0.40475980097516
14749.175968236455,0.39178399279419746
11412.250435229817,0.4256640513384552
6619.690315947543,0.43070849757357993
13201.720872715845,0.40609360313930953
9559.12084219056,0.39921024805253724
27645.432967474375,0.40321671482834154
6253.997382452588,0.43017360676592403
8135.23875759104,0.42892231594528657
9043.814469647265,0.4225273406671767
7288.398961421368,0.41724751160884477
10352.002767450876,0.4201286752902964
11753.064518445333,0.41487631909532524
5111.9102253092615,0.4135034833690225
8208.515048030518,0.41479502417549813
9467.528924924998,0.42932493173374786
17325.126499830214,0.4227686429690708
6861.095488349264,0.404986890696362
4767.2846680486045,0.4022111926030029
8701.217749890915,0.4292659833000849
16146.583198435621,0.4288979001553079
18185.97776751812,0.41767031605353944
8745.293686173967,0.4201768640555016
7933.300265462552,0.42118345457147266
19701.977992202326,0.38761926133902397
7846.095377398926,0.4288218551722485
14851.280688049505,0.42575757584402935
16616.304441518434,0.3965490145693842
6552.286924738173,0.41720036683914224
10183.718536690387,0.4287112998260884
5797.040862668697,0.42761991001117244
20824.66199168709,0.41054017577471175
8197.448973879518,0.3972530360725243
9869.647143813101,0.4197272167595502
22489.536383710587,0.4135711845859702
5656.11283052406,0.4129040281585834
7823.095307985897,0.4262975187194887
12397.718601016819,0.3941554623294229
5105.246416133356,0.40866562765450226
21127.946817289707,0.3719554316718507
5495.345607350487,0.41072446263027507
7264.496843841413,0.43151227227050104
