time_s,q_dot_e
425.8329878,5.610946007
426.9996535,5.59769603
428.1663192,5.585016576
429.3329849,5.572883079
430.4996506,5.561272032
431.6663164,5.550160939
432.8329821,5.539528273
433.9996478,5.529353432
435.1663135,5.519616704
436.3329792,5.510299225
437.499645,5.501382942
438.6663107,5.49285058
439.8329764,5.484685609
440.9996421,5.476872208
442.1663078,5.469395241
443.3329736,5.46224022
444.4996393,5.455393283
445.666305,5.448841165
446.8329707,5.442571171
447.9996364,5.436571153
449.1663021,5.430829486
450.3329679,5.425335047
451.4996336,5.42007719
452.6662993,5.415045728
453.832965,5.410230913
454.9996307,5.405623416
456.1662965,5.401214311
457.3329622,5.396995056
458.4996279,5.392957475
459.6662936,5.389093745
460.8329593,5.385396383
461.9996251,5.381858222
463.1662908,5.37847241
464.3329565,5.375232385
465.4996222,5.372131871
466.6662879,5.36916486
467.8329537,5.366325604
468.9996194,5.363608602
470.1662851,5.36100859
471.3329508,5.35852053
472.4996165,5.356139603
473.6662823,5.353861194
474.832948,5.35168089
475.9996137,5.349594467
477.1662794,5.347597882
478.3329451,5.345687267
479.4996109,5.343858919
480.6662766,5.342109298
481.8329423,5.340435013
482.999608,5.338832819
484.1662737,5.337299614
485.3329395,5.335832426
486.4996052,5.334428413
487.6662709,5.333084855
488.8329366,5.331799148
489.9996023,5.330568802
491.1662681,5.329391432
492.3329338,5.328264758
493.4995995,5.327186598
494.6662652,5.326154861
495.8329309,5.325167548
496.9995967,5.324222749
498.1662624,5.32331863
499.3329281,5.322453442
500.4995938,5.321625507
501.6662595,5.320833222
502.8329253,5.320075052
503.999591,5.319349527
505.1662567,5.318655242
506.3329224,5.317990852
507.4995881,5.317355069
508.6662539,5.316746663
509.8329196,5.316164453
510.9995853,5.315607313
512.166251,5.315074162
513.3329167,5.314563967
514.4995825,5.314075741
515.6662482,5.313608537
516.8329139,5.313161451
517.9995796,5.312733615
519.1662453,5.312324201
520.3329111,5.311932415
521.4995768,5.3115575
522.6662425,5.311198728
523.8329082,5.310855403
524.9995739,5.310526862
526.1662397,5.310212468
527.3329054,5.30991161
528.4995711,5.309623708
529.6662368,5.309348201
530.8329025,5.309084558
531.9995683,5.308832267
533.166234,5.308590839
534.3328997,5.308359806
535.4995654,5.308138722
536.6662311,5.307927157
537.8328969,5.307724701
538.9995626,5.307530964
540.1662283,5.307345568
541.332894,5.307168155
542.4995597,5.306998381
543.6662255,5.306835917
544.8328912,5.306680449
545.9995569,5.306531675
547.1662226,5.306389307
548.3328883,5.306253069
549.4995541,5.306122697
550.6662198,5.305997939
551.8328855,5.305878553
552.9995512,5.305764307
554.1662169,5.305654981
555.3328827,5.305550362
556.4995484,5.305450248
557.6662141,5.305354444
558.8328798,5.305262766
559.9995455,5.305175035
561.1662113,5.305091082
562.332877,5.305010743
563.4995427,5.304933864
564.6662084,5.304860296
565.8328741,5.304789894
566.9995399,5.304722525
568.1662056,5.304658056
569.3328713,5.304596363
570.499537,5.304537326
571.6662027,5.304480832
572.8328685,5.30442677
573.9995342,5.304375036
575.1661999,5.304325529
576.3328656,5.304278155
577.4995313,5.30423282
578.6661971,5.304189437
579.8328628,5.304147922
580.9995285,5.304108194
582.1661942,5.304070178
583.3328599,5.304033798
584.4995257,5.303998985
585.6661914,5.30396567
586.8328571,5.30393379
587.9995228,5.303903283
589.1661885,5.30387409
590.3328543,5.303846153
591.49952,5.303819419
592.6661857,5.303793837
593.8328514,5.303769356
594.9995171,5.303745929
596.1661829,5.303723511
597.3328486,5.303702058
598.4995143,5.303681529
599.66618,5.303661884
