COP_ANN,Err_COP
0.411079987,-0.000264209
0.405875004,-0.00025767
0.413039624,-5.97366E-05
0.404868908,-0.000670518
0.405265561,-0.000593991
0.378654674,-0.000952609
0.401683391,0.000494328
0.40832138,-0.000547966
0.414866722,-5.64991E-05
0.410238938,-0.00079052
0.398523531,0.000164497
0.401806238,0.000304879
0.402943226,0.000147116
0.381938531,-0.000372278
0.407008951,-0.000582215
0.411468516,0.000259837
0.406240015,-0.000582596
0.414055901,-7.93447E-05
0.403054185,-0.000203254
0.404232026,-0.00018252
0.413323656,0.000150384
0.40609193,-0.000266024
0.408998901,-0.000247601
0.410313815,-0.000166561
0.411624858,0.000224371
0.382165922,-0.00070821
0.406384639,-0.000144999
0.407923952,-0.000396618
0.409162629,6.56401E-06
0.403086865,-0.000406228
0.407544499,0.000350543
0.407091441,-0.000437278
0.407731417,-0.000577503
0.385529769,-0.000522891
0.406677414,-0.000329699
0.412673818,-0.000323986
0.411348931,-0.000117348
0.40208299,-0.000590804
0.406970265,7.2226E-05
0.412540933,0.000327221
0.411277581,-0.000390219
0.404748472,-0.000532105
0.414805068,-0.000105095
0.411772683,8.56192E-07
0.410935268,-3.66482E-05
0.410549174,-0.000687639
0.409181541,-0.000946791
0.412133751,0.000192517
0.402044012,0.000689956
0.401634346,-0.000939661
0.411136991,0.001114302
0.389320197,9.01818E-05
0.40142189,-0.000718447
0.3972977,-0.000632206
0.413226151,0.000204746
0.406031536,-0.000217579
0.411222878,3.13577E-05
0.402764689,-0.000169626
0.411021322,0.00017615
0.413274106,0.000140193
0.411624858,0.000301447
0.406871653,-0.000305519
0.41010669,0.000585995
0.402627927,-0.000588204
0.407018981,-0.000579529
0.409445493,0.000564059
0.402494064,3.00432E-05
0.398094056,-0.000359646
0.400225781,-0.000253402
0.378750409,0.002044807
0.403769373,-0.000282563
0.366461434,-0.000270728
0.389630434,-0.000617044
0.412047919,-1.45716E-05
0.402763367,0.000372357
0.401351235,-0.000127041
0.408731487,-0.000237835
0.404788653,-0.000545293
0.401089255,0.000221644
0.414759185,6.76168E-05
0.402496933,-4.16848E-05
0.412941489,0.000542946
0.41488302,8.1138E-05
0.403259847,-0.000451815
0.4057635,0.000247311
0.398044249,-0.001113866
0.406538055,-0.000355009
0.400651006,8.63904E-05
0.406503239,-0.000153694
0.414946755,-0.00012886
0.408423803,-0.000777142
0.414634044,7.22003E-05
0.413077766,-8.08271E-05
0.414771377,-0.000197399
0.412494056,0.00012892
0.411911487,-0.000189181
0.411624858,0.000155635
0.408310997,-0.000192143
0.412750141,-0.00024546
0.403127983,0.00028177
0.413292435,0.000524132
0.411011974,0.000138527
0.412357181,-0.000183424
0.404181983,-0.000462475
0.407630406,-0.001008827
0.414535498,1.52593E-05
0.406181296,-0.00035398
0.404227288,-0.000459471
0.405173117,-0.000529206
0.411202931,1.59227E-05
0.41439313,-0.000261056
0.405811626,-0.00072926
0.411591377,-2.56527E-05
0.400856008,0.000493736
0.410257809,0.000240668
0.382043015,-0.000786686
0.400353495,-0.000753966
0.40862582,-3.93907E-05
0.403773963,-0.000431585
0.406866438,2.64011E-05
0.395683011,0.000396318
0.4127513,0.000437607
0.408333647,-0.000469585
0.408633025,-0.000396531
0.367476979,-0.000550555
0.404820709,-0.000655934
0.413118956,-0.000154239
0.410908566,0.000629207
0.407319899,-0.000251283
0.405121508,-0.00054687
0.409750296,-0.000243205
0.403827149,-0.000304964
0.408898012,-0.000988748
0.382142942,0.000124442
