Qe_PHYS_W,Qe_ANN_W
7171.595659,7174.271982
6462.534333,6527.160909
7597.566546,7556.491761
6097.590125,6157.321821
8391.298973,8468.647281
20416.71353,20310.62477
14486.03426,14626.4956
9816.783743,9645.118894
10222.68391,10054.24055
9656.45316,9536.940039
16547.13089,16597.60975
5908.348946,5950.234781
10555.92901,10561.59625
7303.432749,7242.105075
8177.049226,8279.196262
9372.367303,9367.885574
8604.039281,8722.162731
9987.283877,9937.66209
9369.826518,9473.033986
12290.04869,12450.95854
12416.53141,12414.19269
31155.36317,31076.43131
22996.39622,22699.17465
5614.778296,5619.788547
7896.559043,7965.471892
12798.23207,12764.16521
17448.91408,17491.0247
12213.79503,12092.69556
7166.757204,7134.868972
7082.972518,7068.830244
30555.82955,30372.08496
9054.037808,9042.266495
7710.240226,7691.057752
11571.22492,11672.43894
6045.415408,6112.033848
7184.526643,7152.053525
15255.10292,15204.30813
6920.17851,6937.365393
16559.11885,16615.1552
24544.06441,24283.27379
