,A,A_pv,T_h,tau,C_total,E_dest,Qe,Qads,Qh,COP_th,Wpv,Ecool,CV,feasible
0,4.357380678594597,17.284399844894537,394.98932658566906,676.6511095653169,10018.21555116923,3271.74169526714,5000.160939816452,0.0,12405.803032945965,0.4030501634225189,3111.1919720810165,-539.5857129298329,0.0,True
