A,A_pv,T_h,tau,Qe,COP_th
4.906013911,18.02771332,362.7076519,606.687324,6194.364890182218,0.4077434986097298
6.204812096,23.98431733,366.8161241,402.8748897,10106.837483941235,0.41387963556326296
10.98698513,19.26522245,366.8021944,304.3544774,13337.409024766122,0.4130770698722322
6.386749936,17.81668707,360.8398377,339.131504,10591.915681261731,0.40284283428402795
11.07418193,20.40163825,361.4200527,303.3133814,11990.931838472621,0.4039038902006445
2.945953708,4.645401427,367.4196837,368.924397,11142.96987239061,0.4142335826294633
4.244392811,19.56040698,360.0585157,266.813264,13115.219527903886,0.3988916022645824
8.673974816,20.4780141,367.8544476,472.2146258,8782.778787182559,0.4150428553102962
6.148065785,23.79724664,367.226623,532.417568,7707.5789905318425,0.4144806064233438
11.5879657,24.33213444,366.9344115,168.4624427,23172.655339389028,0.4023662547055112
9.003031234,15.44230619,364.4248304,492.4614457,7909.424315680943,0.410842424
11.66192931,29.59903012,362.305826,540.2520985,6894.378069524382,0.4068948821185826
9.199815625,13.00881439,360.9909582,124.5681762,26041.260756264823,0.3772619079531314
9.506243028,16.73219329,367.8843214,378.9840737,10940.711394387023,0.41486042587038957
11.75267017,14.70097606,366.3494572,150.8915634,25150.180428931133,0.39731965918264445
7.021171154,24.85355446,367.3976133,593.5498544,6934.447318811078,0.41466141348982116
1.214072145,13.69026087,360.3895878,165.5693747,20117.771284833798,0.38531246806648894
8.363423041,22.5447131,366.1897655,619.2739288,6505.944258469487,0.4133495774489821
9.081632447,24.82266139,360.3917097,240.7210903,14612.967683858196,0.3989785801845667
7.765255062,26.31125792,360.036001,408.7776053,8627.674779,0.40110566543485127
8.385618873,4.769789517,363.2108445,637.3809288,5960.542110638648,0.40874033294672907
8.322063459,10.17911745,366.822249,308.818854,13149.435119641063,0.4131024949505673
10.35746032,11.77253493,364.722562,338.1640406,11565.895806476356,0.4108129468936049
3.878040568,27.05049662,361.5007495,150.8869547,22520.516949553188,0.38646289819981844
4.629581712,22.65861784,366.4594528,699.246022,5790.120741009336,0.4136706729299321
4.119255039,14.60649073,361.0945702,444.9231578,8137.650132297247,0.40398519679013734
11.97289642,22.22290626,364.7617027,335.4214558,11669.31029013165,0.41086985748512794
11.05134612,16.9198315,361.0749353,319.2270779,11310.76883611953,0.4033084196301606
1.552266691,9.25145498,360.1413502,371.9679499,9494.152230823544,0.4010379326310731
7.906850967,12.92560402,363.3630542,675.5255637,5642.181948616477,0.4090289061606669
9.221986962,18.06227256,362.276327,638.1980793,5832.6157295278545,0.40684030918055597
3.433087709,12.45891099,367.2725185,417.7252332,9825.859860935227,0.4143620581662418
9.113961033,19.35936465,365.2275137,279.6299749,14068.83643012059,0.41046468107462397
3.50336709,12.38480103,361.2435325,624.5886192,5819.478410361855,0.40445361341395386
3.972365652,18.59872425,366.3357954,570.2944656,7083.270455648691,0.4135161525802142
5.709926096,16.38269002,367.957614,504.7584862,8231.165996,0.4151484991810093
9.923950563,27.4664032,366.3007187,211.107607,18733.11175586803,0.40789376910091935
7.096312218,6.64924809,365.223377,673.2096569,5877.585227360982,0.41208040850066224
6.54259912,15.25728481,360.286742,675.8647134,5254.184007364427,0.4019615619447571
1.953630062,5.068056426,361.9685329,139.3182604,24032.007734909956,0.381531598
5.897319835,17.41828283,362.5005596,130.5762895,25887.43385,0.38210733802896746
2.049924124,13.99711383,360.4842276,518.9138354,6876.164221886458,0.402464021
3.118630065,11.85386079,363.1530062,349.9657798,10818.363872992522,0.40801379551737527
0.818599926,6.913829646,366.9021165,100.7398375,32594.376687599175,0.3631355258326443
6.491474385,16.72705217,362.6647533,358.7962121,10448.690754527644,0.40724326580739456
9.54250874,25.87129636,362.0827883,293.4942646,12571.545881622702,0.40518623341918314
3.515807954,16.47644841,365.4660669,236.9517253,16511.535625218534,0.40808313144161434
4.504240311,28.19000006,360.3885543,376.4617631,9445.274876384503,0.40190209630920776
8.769450066,7.9118043,360.3789922,182.923223,18773.864152309434,0.3928291033027432
11.09081977,4.240754327,361.5065758,118.7701077,27365.60448449695,0.3761594273159259
2.039050037,20.12388145,361.9331113,441.5272303,8361.204298758244,0.4059397779150876
7.410188287,26.08531866,360.0379311,612.0216756,5765.977971975692,0.4012625087379485
7.734133768,8.231330639,366.1834991,613.2949251,6568.607955,0.4133414749112336
3.647751018,27.8886357,363.6356594,462.0546726,8293.853199818052,0.40944991989249097
11.82807478,13.39993804,366.5052748,291.0394707,13861.452957279678,0.4124958203650337
9.751191449,19.61908189,361.7308456,348.4156563,10535.287819821284,0.40518005106452243
4.357519105,6.03081822,360.2386782,307.8871932,11471.02633005588,0.40066124844615547
1.013182456,8.302681697,365.8014666,524.8547414,7620.441718963044,0.41281936265534197
9.072100328,12.24598245,367.1201557,456.2983288,8975.369467739301,0.41432951278416863
2.211495028,7.736685198,365.5447634,203.7663619,18936.867209376443,0.4041875075324486
6.481678258,29.78613637,360.0320608,109.9478811,27650.218786949445,0.3655801770394066
11.92254732,19.20060969,361.0152798,638.3813199,5662.878895794583,0.4038868977515467
10.66025936,17.94121074,364.9743362,263.9123149,14809.033631867034,0.4096366107563572
1.365820599,19.45875783,362.3580415,498.172628,7484.027781436533,0.40695370753757676
10.16594598,4.472174142,364.7657102,238.7683238,16225.923153965785,0.40806005783022364
10.58755118,10.59527717,364.8861611,432.1245041,9094.352006302965,0.4114994568740262
5.237064801,21.61813985,365.8061571,440.1626772,9085.669694915387,0.41276915433250616
9.294329056,29.56884398,363.3541791,408.7498311,9318.031279176828,0.4088670557009123
0.939662633,24.69674246,364.1618405,344.7768582,11200.107619823502,0.409478319
1.853605987,27.13106696,363.1600579,509.5489589,7446.629300792571,0.4085988013086925
2.472990551,29.00029037,361.4275341,219.7251957,16234.47168970062,0.3987198217866728
10.42060804,27.72715135,361.6971793,381.8805329,9611.902122709496,0.4053125454221476
9.015142931,26.83750908,363.0324216,410.2116921,9221.418142121416,0.408253767
9.107223798,23.00953539,366.263681,441.9602912,9125.901527834949,0.41336180071507594
1.971689084,27.50330556,366.9245803,578.8584615,7052.077153052271,0.41417333786025906
1.918459744,9.314331544,365.9488029,113.8840567,30095.58770704001,0.3750797664598499
11.7673159,13.80576169,365.7545003,632.5426531,6318.572570324053,0.41280332252021085
5.219854747,12.2974447,364.869929,448.5936242,8757.745453273143,0.4114765960643443
5.382367749,19.64614365,367.483051,380.584154,10819.20815523758,0.41444690962019487
3.003512424,13.80735555,363.1528559,178.6652158,20279.30333,0.39656161270597706
2.624160806,21.79861391,362.715822,672.9390351,5585.577236420171,0.4077630352901889
3.528283548,6.572037133,366.0280365,628.6216312,6390.220264265864,0.4131497789622391
3.914869597,9.254290643,361.4861291,413.2073808,8841.131632008284,0.40486040090997294
6.046266382,10.74543584,360.3613849,388.8948042,9140.270338941795,0.4019227221480065
11.54452229,20.96549922,363.9640525,166.4152444,22132.464475463737,0.3978804741105269
3.627286454,11.66412269,366.1184284,626.0264784,6427.357288061449,0.41326136328838675
10.89838876,29.59878381,367.8589335,671.7994797,6174.960891390647,0.41509217442247487
1.604407974,7.582631934,362.4357322,431.7389524,8646.755176197472,0.40699598979410273
1.886152354,25.9907209,364.9340494,425.4186414,9242.768246267402,0.4114631467355686
2.651486822,10.58464233,361.2824962,611.1598947,5952.791893951921,0.40454712473644067
7.343352033,23.11336512,362.3682629,322.7515823,11524.702992286573,0.4062639706447714
5.334375602,23.76038927,366.1788239,224.0881165,17648.369012466585,0.408339448
11.3452352,7.137038774,367.1689767,160.2373874,24271.693013414493,0.40065953665827037
3.762845885,26.00844194,361.4359366,348.1407588,10465.502098781968,0.4043265800263804
5.838424159,10.3767333,365.6819616,610.8007896,6534.569234392993,0.4127057577763494
10.59524157,12.82237579,364.2468032,249.0438423,15431.15090447785,0.4078413062058933
3.541720817,8.192605634,367.5201521,632.7932972,6518.081547309194,0.41478013181003287
9.506417589,17.45919955,363.9248633,417.8473997,9224.909481639012,0.40991762927317155
6.809561752,15.2986402,361.0540387,175.3983117,19762.467507444428,0.3927838507100656
11.46519682,16.53279975,367.6256442,198.1461266,20326.27980958088,0.40797543255213614
7.009465383,9.400648587,362.0254768,118.0327473,27639.39985988178,0.37546546332876934
2.13227708,27.8380586,362.5722639,464.8775271,8057.348385628796,0.4073748476964283
6.008158278,14.41173238,364.2550887,212.3433668,17880.69034392965,0.40460147717605716
11.87236366,25.27600459,365.9329171,381.2555782,10509.585090907718,0.41280934213267306
2.512223768,27.93731232,362.7310965,130.0640138,25807.03912509278,0.3797997040985153
4.63492118,24.65588279,364.98167,550.5031508,7153.924543151335,0.41171682010177557
9.688716299,9.510819888,367.3902665,362.7937618,11330.090508518731,0.4143171911176575
7.956952872,4.060028087,367.946948,268.5378316,15355.896280404428,0.41310484735677633
1.495106793,15.91481308,361.0322405,191.3960261,18129.867018463618,0.39312418489125417
7.881567506,14.21611218,367.3748196,291.4938968,14046.12045522603,0.41328413234872796
8.933217438,15.98858518,365.2796104,459.817214,8612.802546688408,0.4121037422061485
6.095180495,28.70158846,362.7417091,206.3413007,17780.807622279513,0.4011891768890856
8.394653482,25.99619659,360.3220299,369.7796131,9601.052587292612,0.40174932408896324
10.79586212,23.49008409,367.9344617,418.848287,9912.658187542725,0.4150439747246491
8.191952051,11.86448731,367.5802848,319.8012931,12873.863144778805,0.41403946685868487
9.071319982,14.48164531,364.4945514,531.869521,7334.001444281005,0.4109701078856913
6.5000625,27.5842445,363.3544079,488.2430789,7803.957465309675,0.4089750040777397
4.634459253,14.61207337,363.5204009,175.484211,20819.464928874033,0.397377188
1.827305205,21.354738,365.2441419,497.7458285,7951.103406435369,0.41205359482424986
1.021384188,12.49021791,361.5824788,566.8908535,6462.599267508696,0.4052519416485959
10.4390605,10.41368981,365.3427933,177.6176821,21487.188125727134,0.4020856870277936
3.881708287,7.605016902,362.2681661,504.8419284,7371.076354218892,0.4067885225354196
10.99566139,9.265582606,364.3366323,520.8346607,7465.7371535078055,0.4107143299891328
11.47273165,19.86157256,362.0408554,475.2868941,7789.347605603164,0.4062875597823153
4.389501011,29.37933816,363.1974091,511.2566325,7428.096308794906,0.40868630343067597
1.060148922,14.4015976,367.0008609,466.1364667,8765.72315,0.4141437934013691
5.772160328,28.33437499,366.831875,293.3294043,13823.431522400877,0.41265944525541265
6.898942103,16.73543066,365.05762,300.4667602,13070.864028921185,0.410649723
3.535096009,27.72946772,367.390996,605.9937315,6791.258954095561,0.41465414586208976
11.75588962,23.36977967,366.1173378,557.5540552,7216.453329246237,0.4132563356625186
6.182805467,15.86775706,361.9218102,486.8915166,7583.052192,0.40601804457762103
4.040385524,10.70301865,364.687691,345.9894329,11293.050119022864,0.4106733100442829
3.251194018,25.21745644,366.8845594,200.6197118,19717.21758005859,0.40589424633289756
0.884078767,12.73937918,366.3800867,603.5043197,6698.797576432957,0.4135659439912974
2.349285585,24.13273343,360.9256333,334.0375541,10764.622761844683,0.4027792640050403
11.98442657,9.007361404,361.2317087,353.6801995,10260.477776389775,0.4040556786299926
7.740287491,28.25542034,367.8465692,141.784382,27025.576875241008,0.39487448132173797
2.345572194,24.55918732,362.1650572,630.9094357,5885.2023423234505,0.40659518044272525
8.230676481,6.907964862,366.6602343,205.813828,19281.801538929496,0.40752069095118987
5.54314842,18.35680814,364.0061292,511.6977494,7548.081466825603,0.41015257131219995
8.110091431,29.79309214,367.9953753,409.8756416,10138.620307842342,0.415059415
1.866229774,22.92392577,367.8133126,290.9958326,14143.121469982349,0.4130657303843961
5.965539521,15.04420005,360.4113532,503.3586587,7076.046476841662,0.4022738082557715
4.757382185,24.47406074,366.6569606,592.738472,6854.5822477604415,0.4138891202819489
5.466659178,12.36018774,365.9905662,580.8336603,6911.117872798912,0.41309936089506194
6.3020834,27.21880651,361.1512696,627.4412678,5780.3603111247785,0.40422675233041866
1.876266609,7.991663573,364.2707201,140.5110881,25072.71797328002,0.3862371287446404
1.391439536,4.013487348,363.4905333,564.7743288,6766.276051480601,0.409245732
1.190189523,20.95869777,366.5850185,200.8005091,19481.985616564507,0.40408687183000824
2.44487383,26.38082531,366.5849969,423.3650598,9578.407542727098,0.41362831007094536
9.975038648,6.411658013,363.1558521,542.6785337,6992.270983272625,0.4086256658818469
3.683461944,23.56055178,364.0334288,550.1595928,7024.5730477102525,0.4102098065674663
6.004411944,13.56551285,361.7535137,225.0276049,16060.613114942722,0.4009169127748954
9.216697078,7.091669049,360.6878588,205.774819,17030.90910527858,0.39687676086919627
2.763880928,25.40079819,363.188053,694.2330744,5469.775982914748,0.40869740248249187
2.336766087,20.99203547,363.5898361,335.750906,11370.818706676648,0.40858387131282414
10.60094303,29.36548679,366.9828717,215.3804074,18620.321148556985,0.40913724246624056
3.272936718,21.05792086,362.3126687,540.8350785,6887.765627789125,0.4069000900484499
7.143911289,18.32362798,366.6283754,526.319663,7715.341259907068,0.4138454114926366
1.097670968,5.285937566,364.8124676,391.7152454,10006.164854448742,0.4110558480569604
3.71406814,14.88505827,366.0632825,595.9668908,6744.650797761796,0.4131904546808297
7.08569836,14.0196065,362.1655741,413.1510825,8982.55556,0.40645217724508104
4.325195728,18.66647356,365.4132191,139.6475266,26016.331289018628,0.38988552381278163
0.811955608,9.51920561,367.156092,487.7744579,8400.401261080891,0.4143315072803478
2.725955942,27.14686301,363.7596475,385.655054,9953.025716068194,0.4094057088777728
11.27806977,5.546653997,361.7214262,451.4627951,8140.009639203631,0.4055394255848569
2.989448907,21.66770224,361.7127383,159.4941824,21588.153423618227,0.3889271323718063
3.118233788,14.99108489,361.4091064,180.815215,19309.008643962803,0.39334333434193625
10.43515713,12.33032729,362.8860695,133.1622457,25898.77776704577,0.3855640161428121
4.802539783,10.88498661,364.8838805,223.2341786,17276.39831884026,0.4064152259296468
10.74969307,28.17133214,360.7986485,164.4417738,20822.04552718992,0.3906283879950643
2.091656107,20.10880066,360.9757517,611.4293908,5906.764101858593,0.40378096741478453
9.247840967,25.31503031,364.2084842,698.0063269,5556.7003624740355,0.41051964474010644
1.294761153,14.43288907,362.5914934,669.1872992,5601.558380744925,0.407505952
7.260842735,24.9609651,361.3627295,687.1804863,5304.395894714012,0.40474822249078946
6.384762925,16.83547398,367.7670778,328.4394167,12577.881613310565,0.4142749343149738
5.252280275,19.20357027,361.0244209,292.6513758,12289.94517025543,0.40244889893094976
2.963933211,6.685370457,366.9291569,453.5986997,8997.382674006785,0.41408979241530053
4.817135265,14.62540381,363.452152,479.8895093,7955.8182157640995,0.40914387717026063
11.17981718,28.25227011,363.1319358,297.5574758,12695.92187496937,0.4074934165900619
5.851720802,18.76628999,363.6945433,495.2520459,7748.614439010577,0.4095998398630717
7.009269062,12.33860421,362.7658464,327.1556725,11471.766955705869,0.40714045077052957
1.859965404,8.317628443,365.7849104,333.4580269,11951.322157437357,0.411881624
3.202836493,18.62948267,366.0443163,254.4534174,15604.896818996089,0.4099050805200036
10.06004668,28.11512635,364.7791562,501.3685954,7823.756767150203,0.4114028531607571
1.388851092,28.58351717,363.1398779,654.3402403,5797.220842445417,0.40860191367181237
7.284548277,4.12008877,360.308336,508.2512834,6990.100243100732,0.40199707952147007
7.101881755,4.689843367,365.9476797,611.2872022,6561.713914637814,0.41304932498855823
6.359875803,16.10969345,360.0437849,571.9898275,6170.333866149955,0.4012744828298833
4.504019948,26.84785411,362.9844847,439.0467464,8607.911342788966,0.40819255544538563
3.827828028,8.175296127,366.1992632,397.9542873,10117.087004262576,0.41311561743965686
6.808664746,29.10081479,367.7086393,613.385273,6745.866366,0.4149548813335523
2.901224079,19.45109005,367.0251794,324.6783619,12551.14454057783,0.4133030419122263
1.932389058,25.08503546,363.8541084,438.6356082,8773.906460302076,0.4097616386375609
11.80001612,19.78749719,363.3998351,321.9906207,11817.211216444204,0.40841385053148505
5.477336078,7.078376163,366.3580045,602.6301149,6706.033818169075,0.4135482221881124
3.985247907,11.89871208,366.9946741,114.3822133,30936.87473927435,0.3791462678606195
6.62912337,16.05556858,365.5210142,198.0350201,19531.37891135728,0.4048846406051493
8.285304297,13.7950842,364.9497182,124.0570059,28416.69193335758,0.3843220744832511
5.971344608,17.57852324,361.7146112,183.7741925,19259.88571368999,0.39569894632896424
2.910912194,12.94766803,360.7744812,668.3918774,5377.218641999388,0.4032682562077886
