A,A_pv,T_h,tau,C_total,E_dest,Qe,Qads,Qh,COP_th,Wpv,Ecool,CV,feasible,Delta_Edest_mW
10.872646027565157,25.422006279876978,355.56368313248237,501.32040825256433,8408.544457357655,2354.2464267122996,5000.0,9373.126693871342,17151.47937363481,0.4220360709951586,4575.961130377856,-1051.180986390287,0.0,True,5137.98345862233
9.808442863201103,27.466134235757544,356.7263291733079,514.5446809692376,8522.835118961508,2351.6534648439815,5000.0,9482.964016238677,17172.513601011677,0.42798752503857784,4943.904162436358,-1063.4990642995583,0.0,True,2545.021590304259
3.519941285153304,26.775061275347642,359.7118233105623,660.4289573883673,8544.102554833715,2350.9028653625137,5000.0,8062.665365716364,14280.731558814196,0.4408386945783629,4819.5110295625755,-904.214869688058,0.0,True,1794.422108836443
1.7422387580088923,21.90526910163792,357.3255999686417,610.4266824981094,8621.870099845932,2350.440787469558,5000.0,8153.485318724831,14682.980038752137,0.43119277336141704,3942.948438294826,-914.4001804072444,0.0,True,1332.3442158807666
6.960078046535464,27.483524917073645,355.08505215893985,437.36836175338897,9156.365382039696,2350.3407217979625,5000.0,10509.69338465366,19377.266966724845,0.41775592154863017,4947.034485073256,-1178.645100995301,0.0,True,1232.2785442852364
7.444141738690038,28.888924996921787,362.1878438161656,527.0452763684107,10130.18283364554,2350.0997658109964,5000.0,10694.592584180951,18735.61776134836,0.44731589301602537,5200.006499445922,-1199.3812469250186,0.0,True,991.3225573191085
7.98065346506665,28.532704472102527,363.0703674415448,630.0196675641628,10604.808312189176,2349.1084432536773,5000.0,9147.243082857394,15946.532937161533,0.4502293394804815,5135.886804978455,-1025.8485050540123,0.0,True,0.0
