COP_PHYS,COP_ANN
0.411930682,0.411631703
0.405888687,0.405238061
0.413862369,0.413943602
0.408028022,0.40741315
0.384944495,0.383922952
0.402359656,0.402811276
0.384305395,0.383759088
0.411881779,0.412115605
0.401527585,0.401973583
0.403055229,0.403040099
0.405095196,0.404887843
0.402696067,0.402845274
0.408406544,0.40785
0.410753066,0.411133262
0.398360591,0.398358687
0.408872228,0.408334419
0.404444252,0.404385053
0.413905623,0.413633375
0.404675628,0.404288147
0.411969666,0.412040054
0.41360144,0.413397855
0.408642821,0.408294124
0.400707128,0.400317258
0.413507553,0.413381155
0.40789305,0.407557395
0.40090891,0.401000337
0.413482699,0.41337242
0.412857689,0.412627088
0.408583871,0.40862547
0.406452177,0.405765467
0.410792671,0.410868823
0.410994235,0.41099985
0.406247401,0.405926208
0.390945364,0.390698156
0.401657176,0.401468316
0.403696111,0.403429084
0.399222294,0.399032118
0.401776933,0.402157094
0.392783851,0.3926511
0.413773391,0.413734841
0.404723586,0.404317947
0.414795828,0.414752761
0.415087822,0.415086843
0.403327546,0.403033514
0.407154225,0.406748588
0.413930969,0.41375853
0.404259855,0.404013863
0.406514709,0.405947797
0.413942274,0.414059133
0.389088061,0.389015103
0.412283708,0.412252047
0.399774306,0.399082249
0.406290215,0.40575506
0.400613919,0.400425153
0.414954881,0.415002617
0.377372378,0.376686673
0.403753677,0.403298408
0.410111947,0.409847848
0.409721489,0.408955942
0.403078051,0.402860769
0.411770055,0.411920628
0.408693513,0.408145416
0.4116563,0.411624858
0.39125977,0.390829846
0.41171682,0.411624858
0.412340268,0.412369767
0.410326045,0.410332741
0.414571916,0.414405884
0.411495869,0.412411907
0.407546272,0.407146521
0.376047953,0.374642141
0.410067165,0.40989732
0.404802958,0.404443151
0.403506067,0.403355086
0.406180385,0.406300002
0.374832446,0.374661733
0.404665565,0.404689424
0.402964273,0.402413127
0.406413608,0.40651572
0.409896145,0.410747516
0.411399819,0.411624858
0.414003964,0.413695699
0.407505952,0.407324442
0.414263924,0.414241823
0.405037934,0.404531686
0.415042855,0.414901225
0.413327026,0.413174383
0.407652052,0.4082187
0.404086872,0.403532267
0.413770119,0.413499743
0.374062552,0.373864255
0.385338327,0.383965567
0.409775672,0.409647967
0.409343866,0.409036503
0.391725541,0.392646762
0.410223358,0.410106381
0.415200716,0.415322701
0.414895925,0.414868548
0.401537566,0.40167565
0.405749953,0.405141932
0.405841002,0.405742724
0.402843572,0.402661412
0.413283865,0.413145553
0.414662454,0.414455174
0.405203308,0.405061111
0.410688881,0.411044186
0.393448841,0.394388643
0.407864488,0.407709668
0.386690923,0.386015468
0.404047078,0.404020423
0.406545217,0.406834464
0.399559344,0.399300636
0.407256359,0.407079195
0.401731809,0.401739989
0.384975409,0.386707
0.408782722,0.408193605
0.400509524,0.400802323
0.37780988,0.377588774
0.40386181,0.403569647
0.407835349,0.407135134
0.401851985,0.400565112
0.394541575,0.394564892
0.405183395,0.404876997
0.41347714,0.413538593
0.394159388,0.394141589
0.404136445,0.403708164
0.40164161,0.401780661
0.402377628,0.40229721
0.414657283,0.414453987
0.407926925,0.407307996
0.412162283,0.412114473
0.397796094,0.397808741
0.406060738,0.405665723
0.405098797,0.404345553
0.406531584,0.40607969
0.40534012,0.405280142
0.402104334,0.402548738
0.371334365,0.369892147
0.413673683,0.413598166
0.413956899,0.414176014
0.411644845,0.411537862
0.414961715,0.414910961
0.37364705,0.372834508
0.414138253,0.414243159
0.40698111,0.406759878
0.409356336,0.408597734
0.413755713,0.413626573
0.406351945,0.405879447
0.403701453,0.403141256
0.409741517,0.409683419
0.409607495,0.409099986
0.409105973,0.409098642
0.402891275,0.403231193
0.408498372,0.407929593
0.398675248,0.398234811
0.402454933,0.402510425
0.413847184,0.413545478
0.413830113,0.413710186
0.41307707,0.412900056
0.414317386,0.414121391
0.404465951,0.404546422
0.405516944,0.404910859
0.401669373,0.401053167
0.404312948,0.404590334
0.413203653,0.413155118
0.401687477,0.40187376
0.408709305,0.408514401
0.41217676,0.41200815
0.413419968,0.41354276
0.409424969,0.408963676
0.39977518,0.400062686
0.40128109,0.401609008
0.414163897,0.41393674
0.407925927,0.407478043
0.41447442,0.414576655
0.410354651,0.410961088
0.405213951,0.404927777
0.412686809,0.412687581
0.414317191,0.414031855
0.409116594,0.408841088
0.401235152,0.401493866
0.411834827,0.411990238
0.402551809,0.40257327
0.407767562,0.407913742
0.413971877,0.41374849
0.397160276,0.397004581
0.401019785,0.401651449
0.402121562,0.401258882
0.412531756,0.412747938
0.404833568,0.404749254
0.407920407,0.407174023
0.401560893,0.402163724
0.403248548,0.403147149
0.412653145,0.41273135
0.409138295,0.408855969
0.403192119,0.402969163
0.377018087,0.375762181
0.405080871,0.404600288
0.408672775,0.408384493
0.413810952,0.413772892
0.40900844,0.408490389
0.398386197,0.3980162
0.408629026,0.408475312
0.405083185,0.404845596
0.41336272,0.4133011
0.401231437,0.401413909
0.407537178,0.40699706
0.406266658,0.406819832
0.402771202,0.402906797
0.402150296,0.402393535
0.404741874,0.404226274
0.401004582,0.401224227
0.411502202,0.411025419
0.390267518,0.389416992
0.405552109,0.405629371
0.410008158,0.409701666
0.414347703,0.414278015
0.375029337,0.37444073
0.407222638,0.406738654
0.405580585,0.405454537
0.41445202,0.414323632
0.412769154,0.41258357
0.406540746,0.406230473
0.40731342,0.407051118
0.407935487,0.407390668
0.408454323,0.407981871
0.412939002,0.412804979
0.400786099,0.401271803
0.411083231,0.41097778
0.414444918,0.414648449
0.407875789,0.407207723
0.397062512,0.397285261
0.391745994,0.391490275
0.413931021,0.41407459
0.401166011,0.401823554
0.411977139,0.412214061
0.406903911,0.406912271
0.411024744,0.411024411
0.407420867,0.407117547
0.399370201,0.399064482
0.411140531,0.41123303
0.414920595,0.414714255
0.387973219,0.388944346
0.412617847,0.412561931
0.402289685,0.402453677
0.403823862,0.403423729
0.412424132,0.412895408
0.404291342,0.403902949
0.406802163,0.40662693
0.405767721,0.405628674
0.384818678,0.384031888
0.411683818,0.411624858
0.414669855,0.414481531
0.413265166,0.413006451
0.409162779,0.408692336
0.409300985,0.409510046
0.411561449,0.411645517
0.404389377,0.404231252
0.398497786,0.398203239
0.395278083,0.395595649
0.4132331,0.4129921
0.391606556,0.392248547
0.402831902,0.40262606
0.41503757,0.41490183
0.41023874,0.410011367
0.405087568,0.404501761
0.377892347,0.379065993
0.400239262,0.399897656
0.413828474,0.413642898
0.40787195,0.407215452
0.402575728,0.402696817
0.405615369,0.40536786
0.411476773,0.411395515
0.412935166,0.412781126
0.412137994,0.412190086
0.400718022,0.401470129
0.412080409,0.412140583
0.414566173,0.414295873
0.407969245,0.407280357
0.411389902,0.411607355
0.404893689,0.404660704
0.413762848,0.413527134
0.414507887,0.414489283
0.413661245,0.413671395
0.40213462,0.402292951
0.41500782,0.414953799
0.40487939,0.404654713
0.388048857,0.388431536
0.40877142,0.409162073
0.400873823,0.400754756
0.414835881,0.414656483
0.413088537,0.412987817
0.413586042,0.413311732
0.414261361,0.414166067
0.409791139,0.409734984
0.404007871,0.404038945
0.409038352,0.408660809
0.403115588,0.402897032
0.413715979,0.413467709
0.403289301,0.402729234
0.410209807,0.410112609
0.412977258,0.413249372
0.396680881,0.395823018
0.414515325,0.414544834
0.411797381,0.411885138
0.407464624,0.407548733
0.384358933,0.383989388
0.403405151,0.402623306
0.409133199,0.408593822
0.402452462,0.402650682
0.407319534,0.407097197
0.396759501,0.397218372
0.413101258,0.412941013
0.412809342,0.412378961
0.380419923,0.37960653
0.409204919,0.408831386
0.403563085,0.402959417
0.406455421,0.406295082
0.412143617,0.412117442
0.409468256,0.408930947
0.412350409,0.412565704
0.407857361,0.407559764
0.375317303,0.374055212
0.386755071,0.387020294
0.415175971,0.415115123
0.407896354,0.407484264
0.40366955,0.403382658
0.40630107,0.406032171
0.402902312,0.402904184
0.40365878,0.403066836
0.409146979,0.40891338
0.368392934,0.368505995
0.400202347,0.400401003
0.412137088,0.412145165
0.41414034,0.41420071
0.406427646,0.406027562
0.408475828,0.407964562
0.383853793,0.382548491
0.405349772,0.404860794
0.402366255,0.401516915
0.407652035,0.40729238
0.414182317,0.413923315
0.41509372,0.414997047
0.406982498,0.406720339
0.401689578,0.402103353
0.415015101,0.415072926
0.401961522,0.401935769
0.406688011,0.406158791
0.4094427,0.409032117
0.407728994,0.407218941
0.407538194,0.406903816
0.394899566,0.395360415
0.376889379,0.375652897
0.410692508,0.410656906
0.403285795,0.403146699
0.40470802,0.404144827
0.414927527,0.414787482
0.408105165,0.407845434
0.40585774,0.405446615
0.405472751,0.40520244
0.413593661,0.413642366
0.414305516,0.414048118
0.412910253,0.412992609
0.407874906,0.407988246
0.394287348,0.394210019
0.409908943,0.40970164
0.397724181,0.397649002
0.411766126,0.411624858
0.405044472,0.405066145
0.406686733,0.406462274
0.396615729,0.396277899
0.400584804,0.400808224
0.414302294,0.414473445
0.408381961,0.407780456
0.412740872,0.412600753
0.396666018,0.397325183
0.414857794,0.414584637
0.405956513,0.40584923
0.414461922,0.41456643
0.413284132,0.413583875
0.363135526,0.368673319
0.404854209,0.404853169
0.414530539,0.414327426
0.407013972,0.406442205
0.41413913,0.414176597
0.413261363,0.413227142
0.403606362,0.403259481
0.413407846,0.413402523
0.401205603,0.40147573
0.391007736,0.39146334
0.407391377,0.406855403
0.40717607,0.406882013
0.41081948,0.410809033
0.411646456,0.411624858
0.407811589,0.407375255
0.392940154,0.392643641
0.411467222,0.411657636
0.397172667,0.396835558
0.402764094,0.402676969
0.414175923,0.413840666
0.408625666,0.408133948
0.410449975,0.410448552
0.406325954,0.405803893
0.41138164,0.411305035
0.413738745,0.413458613
0.388114687,0.387658706
0.414156772,0.414499095
0.414297635,0.41412708
0.392775665,0.392019812
0.407245159,0.406729175
0.414011214,0.413735973
0.409615091,0.409543235
0.410184711,0.410332836
0.41372984,0.41369962
0.413000448,0.413375492
0.408858461,0.407861349
0.37626958,0.375546834
0.390350655,0.390246337
0.40544662,0.405319812
0.410863855,0.411098062
0.413000274,0.41312006
0.412702747,0.412726269
0.406106388,0.406063443
0.402384223,0.402785836
0.411178134,0.411320908
0.404191926,0.403771705
0.407162919,0.406881023
0.410963854,0.410931924
0.414753774,0.414857487
0.4116351,0.411702554
0.408028492,0.407367203
0.41234131,0.412498399
0.413509539,0.413323893
0.411728431,0.41228273
0.414561571,0.414473398
0.405525714,0.405333505
0.407032733,0.406695591
0.406503502,0.406117012
0.393060971,0.393152668
0.398585309,0.398408679
0.405319431,0.404742893
0.413349133,0.413132194
0.406018045,0.405448705
0.412140409,0.412445343
0.403199774,0.403010732
0.405282062,0.404850765
0.404300555,0.404159739
0.394693143,0.393954886
0.407563461,0.407053428
0.362004294,0.365160631
0.403428329,0.403316237
0.406024531,0.405775199
0.407749514,0.407189733
0.399157607,0.399047282
0.407630218,0.407410433
0.410092471,0.410182109
0.411117705,0.411168718
0.412683917,0.412894748
0.401893459,0.402267258
0.411296118,0.411624858
0.395951381,0.396009043
0.409125393,0.40946564
0.414255541,0.414197273
0.413234919,0.413030403
0.406697563,0.406417627
0.4087482,0.408118681
0.410305872,0.410228124
0.413010783,0.413231641
0.391554402,0.391926302
0.409396833,0.409347845
0.404743313,0.404205367
0.405175549,0.404784004
0.407753926,0.407329832
0.414432762,0.414203726
0.412415523,0.412584419
0.410648658,0.410008707
0.410827476,0.410865737
0.410608952,0.410080164
0.406604895,0.406232919
0.377105959,0.377252567
0.39728827,0.397101735
0.402105428,0.402094755
0.399879756,0.399388417
0.39994992,0.39925931
0.407743499,0.407423693
0.405322834,0.404982504
0.414578334,0.41437718
0.405325792,0.40497279
0.411791373,0.411738543
0.395359108,0.39556057
0.414863253,0.414934456
0.411446229,0.411569181
0.403073172,0.402873339
0.408959538,0.409350003
0.408526016,0.408326701
0.408624708,0.409004862
0.387223836,0.387790151
0.401703586,0.402214482
0.413275162,0.413379233
0.409107927,0.409583723
0.40774768,0.407129922
0.407818521,0.407289837
0.409633489,0.409423189
0.41329988,0.413003909
0.401509721,0.401529305
0.412841678,0.412666838
0.413898466,0.414002577
0.404632206,0.404475958
0.398739134,0.398234614
0.414559566,0.414309966
0.408413851,0.408161938
0.415107381,0.415181437
0.413959544,0.41370945
0.410710652,0.410147274
0.414763343,0.414779196
0.412408066,0.412347931
0.37212605,0.371166136
0.399921533,0.399637444
0.414825415,0.414654148
0.405009199,0.404459211
0.411344196,0.411079987
0.406132674,0.405875004
0.413099361,0.413039624
0.405539426,0.404868908
0.405859552,0.405265561
0.379607283,0.378654674
0.401189063,0.401683391
0.408869347,0.40832138
0.414923221,0.414866722
0.411029458,0.410238938
0.398359034,0.398523531
0.401501359,0.401806238
0.402796111,0.402943226
0.382310809,0.381938531
0.407591165,0.407008951
0.411208679,0.411468516
0.406822611,0.406240015
0.414135246,0.414055901
0.403257439,0.403054185
0.404414546,0.404232026
0.413173272,0.413323656
0.406357955,0.40609193
0.409246502,0.408998901
0.410480376,0.410313815
0.411400487,0.411624858
0.382874133,0.382165922
0.406529638,0.406384639
0.40832057,0.407923952
0.409156065,0.409162629
0.403493093,0.403086865
0.407193955,0.407544499
0.407528719,0.407091441
0.40830892,0.407731417
0.38605266,0.385529769
0.407007113,0.406677414
0.412997804,0.412673818
0.411466278,0.411348931
0.402673794,0.40208299
0.406898039,0.406970265
0.412213712,0.412540933
0.411667801,0.411277581
0.405280577,0.404748472
0.414910162,0.414805068
0.411771826,0.411772683
0.410971916,0.410935268
0.411236813,0.410549174
0.410128331,0.409181541
0.411941233,0.412133751
0.401354056,0.402044012
0.402574007,0.401634346
0.41002269,0.411136991
0.389230015,0.389320197
0.402140337,0.40142189
0.397929906,0.3972977
0.413021405,0.413226151
0.406249115,0.406031536
0.41119152,0.411222878
0.402934314,0.402764689
0.410845172,0.411021322
0.413133913,0.413274106
0.411323411,0.411624858
0.407177172,0.406871653
0.409520695,0.41010669
0.403216131,0.402627927
0.40759851,0.407018981
0.408881434,0.409445493
0.402464021,0.402494064
0.398453702,0.398094056
0.400479184,0.400225781
0.376705602,0.378750409
0.404051936,0.403769373
0.366732163,0.366461434
0.390247477,0.389630434
0.41206249,0.412047919
0.40239101,0.402763367
0.401478277,0.401351235
0.408969322,0.408731487
0.405333946,0.404788653
0.400867612,0.401089255
0.414691568,0.414759185
0.402538618,0.402496933
0.412398543,0.412941489
0.414801882,0.41488302
0.403711662,0.403259847
0.405516189,0.4057635
0.399158115,0.398044249
0.406893064,0.406538055
0.400564616,0.400651006
0.406656933,0.406503239
0.415075615,0.414946755
0.409200944,0.408423803
0.414561843,0.414634044
0.413158593,0.413077766
0.414968775,0.414771377
0.412365136,0.412494056
