Qe_ANN_W,Err_Qe_W
7303.015881,-30.98358619
16015.51293,-109.713177
11906.0071,164.6114711
23142.79744,-65.68028377
5800.494987,3.092008742
5537.346607,64.65973264
9071.142267,-11.38242563
11814.98229,177.2973324
6815.351158,28.85352167
14060.4403,-70.04234426
6385.907926,110.7677712
7437.831882,16.46526612
27762.00457,210.6361865
8048.339859,89.35606968
6584.582364,50.98092194
6388.485875,60.96782066
16485.50099,24.72027957
17711.03842,28.02822292
11805.22322,-61.81532542
6520.559322,67.34776412
6801.834544,52.73253069
7963.413498,86.32255612
9857.200613,-208.573652
21198.80782,68.11589388
20677.08294,30.49237371
6366.917743,62.25730364
8949.790948,35.39724183
8580.750815,83.19467065
16897.52128,194.1929274
27266.84348,9.354623549
16853.16354,-114.3700048
7861.17803,6.957267159
6742.507135,64.96572369
29333.90985,-120.4903826
6898.519943,15.99460494
21449.33933,151.8866847
7476.618141,-31.18593284
9142.94398,57.27428504
14957.1885,54.6842599
6009.245022,85.12107984
7831.010995,31.63016178
6867.204841,56.74999144
7120.664303,-16.52039685
17268.01409,123.0838181
8897.955201,23.3193971
6037.891849,68.03303292
18111.09757,-105.340288
18756.03693,-243.3695704
21756.12934,336.2991864
6264.676843,76.24241283
5381.840184,-21.15723476
13633.81589,6.898859313
15330.04925,-87.84533223
8282.357937,65.95364122
16625.19485,3.943276438
24355.15419,17.40516148
7471.364266,-54.57257632
9971.76854,-69.57998907
19725.92377,-30.51688624
7770.029012,-31.20681876
6348.871123,116.6868696
9917.837292,-61.37477982
12517.1646,-121.978491
9343.516093,-62.42758653
17415.64807,-125.358822
5556.063388,43.11250301
30762.45978,110.0001648
6452.644232,91.21092715
7284.010036,-25.97958826
9699.267468,-98.20097947
8054.39933,38.9869593
14545.13159,39.06138927
9595.985947,-37.27272348
16943.40931,-61.86060001
15092.32967,-50.73751498
22423.01356,302.7256017
9313.590369,21.95924343
25383.95483,-184.2377666
9760.289668,-83.99809743
10124.47351,50.48668043
10118.03291,-121.9336264
8818.287324,40.38385312
23483.75635,-61.12893518
15795.04826,51.96510216
7356.205617,-72.51632848
7644.231752,-29.19845537
6516.222492,71.28025548
6241.146087,87.30850691
12128.49899,18.41844744
9479.329064,32.45903312
15336.97844,99.74976535
10061.59885,13.60854622
5937.93515,60.34992225
9047.173485,103.4529196
10058.92315,-43.84527979
6824.574951,49.73832532
20966.60988,91.76393345
10439.9383,-100.3094752
7202.4893,37.37909366
6744.821328,93.44712758
11354.96471,-40.52550354
7232.910374,33.47545664
6313.50117,110.3552388
21963.84445,-276.3909628
14288.64403,96.0899444
21258.80423,277.2922205
7502.643432,-62.40689028
7097.851334,-15.63094918
10025.27318,-128.303188
6769.526567,75.85630798
6040.564328,89.42983677
5869.257829,97.21057051
7279.630143,-80.63883141
8852.567494,77.1261214
8410.069934,42.31161455
13981.53686,66.31384467
7005.129073,-19.4439748
5999.356213,50.75200373
18559.8133,-31.60441201
7118.433884,28.75966162
7374.506097,-94.71169397
11942.42844,72.3697686
28625.35476,673.9395736
22040.69376,-27.69052243
7873.040072,-3.340833993
6275.171558,73.83078429
5606.975924,41.17613762
26561.4864,293.4017412
10038.7911,-204.0328216
10570.99804,61.41295125
27312.38804,-20.93739844
18925.12614,-61.70349094
13264.75114,-66.62226526
5324.583972,-1.254940345
10272.37986,-153.8525657
9110.429533,-17.04977251
11619.24386,85.57591556
6121.764005,89.44986759
28108.30034,-105.3918298
25297.84328,271.7580361
8685.586573,79.51226084
17633.96488,208.8547836
10565.20518,-56.90269553
12028.33664,-22.34490793
17354.64563,-43.96553508
16083.73259,-394.9806962
6262.163805,107.4210389
32187.15015,-285.6040497
19754.44775,-23.82862423
12001.72284,17.98650698
5912.062926,24.81351642
6529.836378,86.06073559
10230.82333,-48.39842442
30166.88269,170.4153014
9957.830478,-166.7784003
23135.15641,-37.49893265
10758.64275,19.9362031
9148.993792,52.6240493
8536.543713,102.1039932
6061.719047,77.13520451
6031.788129,20.91694121
6493.09504,73.73469414
7965.454082,89.81873564
7051.937506,-26.86163808
7454.12983,-66.38148152
7245.212223,-69.58126227
9764.268107,127.3441009
23567.00312,-114.155785
28321.51193,-48.88189672
9961.048661,-195.4860977
6781.446388,75.91438618
15012.53714,51.37972117
7894.923552,2.006283146
16424.9078,51.64685659
6746.95558,51.23579499
14324.06593,41.00852702
6673.396965,81.01735036
10250.27507,-164.8902289
6668.477224,99.61769942
14942.77333,27.20714835
25860.7143,-1.506654351
7112.726819,-35.87174085
16523.7096,-44.04721358
7271.12236,-40.10903229
12077.11478,40.99017144
6011.281571,64.26840343
21747.05636,-25.77017567
20224.87168,42.39959691
11550.06488,74.25317956
9775.571979,72.11494951
8976.902644,59.82756964
23703.30098,-27.87391742
9327.933146,85.36812312
17833.06494,4.86938734
6061.710319,57.47167693
14170.76327,124.6428112
33108.13513,513.7584428
5547.101733,16.74493954
7457.082003,-43.51202851
10664.06302,-96.09140559
6040.559108,49.43944128
6511.753977,84.39668874
7512.663105,4.320784839
6110.259754,46.55588707
6978.515608,-15.89650184
25953.5716,-247.2655634
19190.00528,64.39570637
14753.75878,67.17502461
7665.129152,-13.74378806
7013.764158,41.69538715
7053.882795,-55.48323751
19067.76817,151.0640407
9994.595845,-170.2080846
21084.20952,-49.84631902
10523.72053,-11.29612713
8249.713745,49.35870353
7015.752623,23.48163932
6453.426552,99.81335859
7433.376708,-8.416437313
12529.39531,-21.111333
9393.763,59.79691903
26976.71826,179.5923263
13336.97143,-14.04219987
11683.08173,56.58752724
20624.33326,294.8348058
9998.935629,-159.3157816
9803.447845,-10.73815942
11755.56935,-78.24871645
5538.312585,3.357958386
6717.507513,62.50914085
15158.09825,168.8125412
17329.85667,-147.9884959
29137.36901,-66.9918065
25192.38301,62.70057979
16421.86269,-55.64419937
5950.987904,60.51472184
6399.912693,73.77996893
7056.934267,27.48182639
5412.038821,-21.41384894
5167.33496,-29.07550384
9562.429689,-20.46992428
8741.314416,76.22186349
6053.001173,84.81652807
9559.837655,-51.95202503
6489.561218,89.53560686
9327.910218,7.241832462
9360.543241,-66.93120689
7030.95792,54.12954022
7184.909745,-17.94484064
13510.32714,-89.31294033
6744.238653,98.58502262
5915.723273,87.49887873
14894.34765,32.52731368
11163.33955,-23.89676317
19529.57495,145.0041497
14170.4043,121.0224286
10227.3271,-107.1960087
10350.7923,-119.3319282
7590.797565,7.745372954
6609.782337,77.18060359
7078.232095,-17.84914693
7175.432207,-59.44420142
6268.941524,113.8837199
25631.16119,269.6003983
6966.98321,2.149250731
28749.12396,721.5535251
9589.1638,-90.84755358
6144.647816,89.51789035
7288.25768,-77.63354666
14381.71362,141.1797454
5658.452509,52.93990555
5849.001467,51.91178944
10730.12097,-77.67994441
15615.09355,-126.2757244
20711.57984,46.27818389
5749.761507,24.31384964
22687.28563,58.23605233
14278.81901,-26.50185558
7132.037529,22.8725766
7716.530853,-3.949073802
11317.5805,36.64868898
8188.844706,19.81284906
6663.224988,71.4374726
6046.375316,47.59395038
24053.01625,-16.3463462
15085.35178,109.5462827
8155.386451,60.22158625
6964.750508,-5.66617511
6776.204664,43.85045838
10220.6361,-122.6302352
6174.10688,74.77678432
15538.24178,125.2881978
8046.540495,65.12012994
16765.18418,-233.7661348
6623.461182,52.21029545
33273.12313,-380.2739047
16305.62945,-68.48940115
9977.278812,10.44856758
15850.68102,-260.1691931
20960.54143,157.249617
6278.613401,84.24851065
6816.66085,12.56237244
8047.727622,42.04787862
6663.32264,71.99003116
5957.884882,41.46173505
23563.95692,-164.8969367
6190.123743,87.544899
9182.865822,33.7229482
7102.451136,-9.205179474
13057.6254,-174.0089447
5906.433129,76.82834719
12953.25038,-91.23005361
21652.67411,137.2274841
5354.184069,25.14617554
6494.498973,68.80569326
13627.92635,-35.45610147
10256.03244,-41.61732184
9650.199721,-178.7884088
6788.932031,34.99064528
10448.17552,-173.1959058
8545.687647,76.11888841
8307.468446,86.27450997
5859.80889,21.75722969
6063.221161,120.0989649
15641.95156,-28.42659185
9199.542143,91.81174213
11838.7392,21.52798708
7126.397539,51.09062631
7414.919455,-53.66687596
17422.92806,-126.6957276
6159.995356,79.52915275
10186.25709,-141.8130214
29221.18737,-188.018485
14456.23798,107.136312
10430.64028,-111.8977213
8169.549589,69.927684
11146.47731,-25.72779387
5962.12924,93.34085063
6958.379094,47.2612213
8174.152458,34.14281852
7417.05026,-36.15431324
31630.5475,279.5149388
6159.525068,35.79003775
9416.311915,16.39175127
6742.103518,102.1093985
16551.31569,177.8875359
18395.81401,-58.21131929
10944.90544,-8.928704002
6217.328514,54.4284807
24241.81539,25.46399493
8057.995342,60.85426262
13924.50907,4.362729832
18558.88876,108.2022598
7013.443162,69.08762694
7144.573638,-44.8054926
6510.01109,90.61274449
12831.54839,-87.67559828
11410.90442,-4.203815637
6481.669838,87.35050174
8113.521712,46.4956003
5717.081939,36.03541491
26815.41408,-101.3531675
5496.908864,16.01301068
6452.780942,106.0099428
5501.014559,-8.286453883
8477.341632,54.05010669
13240.82384,-102.8658554
7188.348837,-59.80029631
9367.157859,-30.90871923
24450.30035,-344.811926
11492.41896,-16.80221764
9966.750479,139.2630419
10995.57824,-27.60517526
20865.63232,154.0365225
11388.5576,142.7112838
6298.946735,71.47585534
16584.89136,-83.57060801
7923.319415,57.13785222
10840.50649,-27.51508458
9532.092186,-16.15983714
12830.73608,-50.38427753
16874.23042,177.8861427
16406.41319,48.69131198
15187.90661,76.56711945
5012.892421,-115.1932025
19828.47321,102.7470447
12704.04194,-135.1168949
23833.49259,-108.8026866
21879.00257,6.350140515
18731.96858,-148.2327424
6211.896673,101.5688222
5560.765605,47.34773225
13350.44912,-147.4807167
7863.676045,87.96663106
6247.129396,82.31104723
