Qe_ANN_W,Err_Qe_W
6434.996741,73.5830601
5666.931042,8.561264917
11173.3761,57.10061823
11621.59779,121.2155479
22116.98356,-122.7005328
7704.857669,11.94547
14694.10559,105.8753853
6869.304808,-6.859413981
15866.93321,-78.30110534
13457.87754,113.189901
22244.9465,204.9693258
7354.470722,4.112744402
29202.78418,-156.7245632
28108.09758,91.03438524
9319.202025,-2.192499234
5600.519933,-5.121846745
17954.10645,-18.89881832
6211.474667,88.21305675
9854.020794,-226.9643708
19834.61021,-5.194241344
6523.927228,101.2672673
10124.50794,-117.2194324
14192.08461,-5.995369071
5939.146567,27.97881285
9018.803313,-14.1320837
13074.03139,-124.13003
23044.74187,90.5966809
6348.685912,83.54880782
20378.61439,138.7321006
5718.47139,38.95485282
9324.22082,106.195992
17713.53255,28.27432234
6041.95231,33.08976464
8034.839322,28.64161889
7785.830612,-30.95697196
7174.271982,2.676322907
6527.160909,64.62657577
7556.491761,-41.07478458
6157.321821,59.7316959
8468.647281,77.34830779
20310.62477,-106.0887673
14626.4956,140.4613422
9645.118894,-171.664849
10054.24055,-168.4433553
9536.940039,-119.5131205
16597.60975,50.47885771
5950.234781,41.88583541
10561.59625,5.667244942
7242.105075,-61.32767401
8279.196262,102.1470363
9367.885574,-4.48172928
8722.162731,118.1234494
9937.66209,-49.62178682
9473.033986,103.2074675
12450.95854,160.9098491
12414.19269,-2.338722322
31076.43131,-78.93185697
22699.17465,-297.2215702
5619.788547,5.010251093
7965.471892,68.9128494
12764.16521,-34.06685638
17491.0247,42.1106272
12092.69556,-121.0994736
7134.868972,-31.88823219
7068.830244,-14.14227359
30372.08496,-183.7445874
9042.266495,-11.77131327
7691.057752,-19.18247452
11672.43894,101.2140154
6112.033848,66.61844069
7152.053525,-32.4731187
15204.30813,-50.79479114
6937.365393,17.18688262
16615.1552,56.03634496
24283.27379,-260.7906221
